Serovar,O_antigen,H1,H2,H_other,Serogroup,can_h2_be_missing,subspecies
Dugbe,45,d,"1,6",,W,FALSE,enterica
Karachi,45,d,"e,n,x",,W,FALSE,enterica
Warmsen,45,d,"e,n,z15",,W,FALSE,enterica
Suelldorf,45,"f,g",-,,W,TRUE,enterica
Tornow,45,"g,m,[s],[t]",-,,W,TRUE,enterica
"II 45:g,m,s,t:1,5",45,"g,m,s,t","1,5",,W,FALSE,salamae
"II 45:g,m,s,t:e,n,x",45,"g,m,s,t","e,n,x",,W,FALSE,salamae
"II 45:g,m,t:e,n,x,z15",45,"g,m,t","e,n,x,z15",,W,FALSE,salamae
Binningen,45,"g,s,t",-,,W,TRUE,enterica
"IIIa 45:g,z51:-",45,"g,z51",-,,W,TRUE,arizonae
"IV 45:g,z51:-",45,"g,z51",-,,W,TRUE,houtenae
Verviers,45,k,"1,5",,W,FALSE,enterica
Casablanca,45,k,"1,7",,W,FALSE,enterica
Cairns,45,k,"e,n,z15",,W,FALSE,enterica
Imo,45,"l,v","e,n,z15",,W,TRUE,enterica
Apapa,45,"m,t",-,,W,TRUE,enterica
"II 45:m,t:1,5",45,"m,t","1,5",,W,FALSE,salamae
Kofandoka,45,r,"e,n,z15",,W,FALSE,enterica
"II 45:z:1,5",45,z,"1,5",,W,FALSE,salamae
Yopougon,45,z,"e,n,z15",,W,FALSE,enterica
II 45:z:z39,45,z,z39,,W,FALSE,salamae
Aprad,45,z10,-,,W,TRUE,enterica
IIIa 45:z29:_,45,z29,-,,W,TRUE,arizonae
Jodhpur,45,z29,-,,W,TRUE,enterica
"II 45:z29:1,5",45,z29,"1,5",,W,FALSE,salamae
"II 45:z29:e,n,x",45,z29,"e,n,x",,W,FALSE,salamae
II 45:z29:z42,45,z29,z42,,W,FALSE,salamae
Lattenkamp,45,z35,"1,5",,W,FALSE,enterica
Balcones,45,z36,-,,W,TRUE,enterica
IIIa 45:z36:-,45,z36,-,,W,TRUE,arizonae
"IV 45:z36,z38:-",45,"z36,z38",-,,W,TRUE,houtenae
"IIIa 45:z4,z23:-",45,"z4,z23",-,,W,TRUE,arizonae
"IV 45:z4,z23:-",45,"z4,z23",-,,W,TRUE,houtenae
"IIIa 45:z4,z24:-",45,"z4,z24",-,,W,TRUE,arizonae
Transvaal,45,"z4,z24",-,,W,TRUE,enterica
"IIIa 45:z4,z32:-",45,"z4,z32",-,,W,TRUE,arizonae
"II 47:g,t:e,n,x",47,"[g,t]","e,n,x",,X,FALSE,salamae
"II 47:a:1,5",47,a,"1,5",,X,FALSE,salamae
"II 47:a:e,n,x,z15",47,a,"e,n,x,z15",,X,FALSE,salamae
Wenatchee,47,b,"1,2",,X,FALSE,enterica
"II 47:b:1,5",47,b,"1,5",,X,FALSE,salamae
"II 47:b:e,n,x,z15",47,b,"e,n,x,z15",,X,FALSE,salamae
II 47:b:z6,47,b,z6,,X,FALSE,salamae
Sya,47,b,z6,,X,FALSE,enterica
"IIIb 47:c:1,5,7",47,c,"1,5,7",,X,FALSE,diarizonae
Kodjovi,47,c,"1,6",,X,FALSE,enterica
"IIIb 47:c:e,n,x,z15",47,c,"e,n,x,z15",,X,FALSE,diarizonae
IIIb 47:c:z,47,c,z,,X,FALSE,diarizonae
IIIb 47:c:z35,47,c,z35,,X,FALSE,diarizonae
"II 47:d:1,5",47,d,"1,5",,X,FALSE,salamae
Stellingen,47,d,"e,n,x",,X,FALSE,enterica
"II 47:d:e,n,x,z15",47,d,"e,n,x,z15",,X,FALSE,salamae
II 47:d:z39,47,d,z39,,X,FALSE,salamae
"II 47:e,n,x,z15:1,6",47,"e,n,x,z15","1,6",,X,FALSE,salamae
Sljeme,"1,47","f,g",-,,X,TRUE,enterica
Luke,"1,47","g,m",-,,X,TRUE,enterica
Carswell,47,"g,z51",-,,X,TRUE,enterica
"IIIb 47:i:e,n,x,z15",47,i,"e,n,x,z15",,X,FALSE,diarizonae
Bergen,47,i,"e,n,z15",,X,FALSE,enterica
IIIb 47:i:z,47,i,z,,X,FALSE,diarizonae
IIIb 47:i:z35,47,i,z35,,X,FALSE,diarizonae
IIIb 47:i:z53,47,i,z53,,X,FALSE,diarizonae
Staoueli,47,k,"1,2",,X,FALSE,enterica
Bootle,47,k,"1,5",,X,FALSE,enterica
"IIIb 47:k:1,5,7",47,k,"1,5,7",,X,FALSE,diarizonae
Dahomey,47,k,"1,6",,X,FALSE,enterica
"IIIb 47:k:e,n,x,z15",47,k,"e,n,x,z15",,X,FALSE,diarizonae
Lyon,47,k,"e,n,z15",,X,FALSE,enterica
IIIb 47:k:z,47,k,z,,X,FALSE,diarizonae
IIIb 47:k:z35,47,k,z35,,X,FALSE,diarizonae
IIIb 47:k:z53,47,k,z53,,X,FALSE,diarizonae
"IV 47:l,v:-",47,"l,v",-,,X,TRUE,houtenae
"IIIb 47:l,v:1,5,7",47,"l,v","1,5,7",,X,FALSE,diarizonae
Drac,47,"l,v","e,n,x",,X,FALSE,enterica
"IIIb 47:l,v:e,n,x,z15",47,"l,v","e,n,x,z15",,X,FALSE,diarizonae
"IIIb 47:l,v:z",47,"l,v",z,,X,FALSE,diarizonae
"IIIb 47:l,v:z35",47,"l,v",z35,,X,FALSE,diarizonae
"IIIb 47:l,v:z53",47,"l,v",z53,,X,FALSE,diarizonae
"IIIb 47:l,v:z57",47,"l,v",z57,,X,FALSE,diarizonae
Teshie,"1,47","l,z13,z28","e,n,z15",,X,FALSE,enterica
Mesbit,47,"m,t","e,n,z15",,X,FALSE,enterica
Dapango,47,r,"1,2",,X,FALSE,enterica
"IIIb 47:r:1,5,7",47,r,"1,5,7",,X,FALSE,diarizonae
"IIIb 47:r:e,n,x,z15",47,r,"e,n,x,z15",,X,FALSE,diarizonae
IIIb 47:r:z,47,r,z,,X,FALSE,diarizonae
IIIb 47:r:z53,47,r,z53,,X,FALSE,diarizonae
"IIIb 47:r,i:z35",47,"r,[i]",z35,,X,FALSE,diarizonae
Moualine,47,y,"1,6",,X,FALSE,enterica
Blitta,47,y,"e,n,x",,X,FALSE,enterica
Mountpleasant,47,z,"1,5",,X,FALSE,enterica
Kaolack,47,z,"1,6",,X,FALSE,enterica
"II 47:z:e,n,x,z15",47,z,"e,n,x,z15",,X,FALSE,salamae
II 47:z:z6,47,z,z6,,X,FALSE,salamae
"IIIb 47:z10:1,5,7",47,z10,"1,5,7",,X,FALSE,diarizonae
Namoda,47,z10,"e,n,z15",,X,FALSE,enterica
IIIb 47:z10:z,47,z10,z,,X,FALSE,diarizonae
IIIb 47:z10:z35,47,z10,z35,,X,FALSE,diarizonae
Ekpoui,47,z29,-,,X,TRUE,enterica
IIIa 47:z29:-,47,z29,-,,X,TRUE,arizonae
"II 47:z29:e,n,x,z15",47,z29,"e,n,x,z15",,X,FALSE,salamae
Bingerville,47,z35,"e,n,z15",,X,FALSE,enterica
Yombesali,47,z35,z6,,X,FALSE,enterica
IV 47:z36:-,47,z36,-,,X,TRUE,houtenae
Alexanderplatz,47,z38,-,,X,TRUE,enterica
"IIIa 47:z4,z23:-",47,"z4,z23",-,,X,TRUE,arizonae
Fehrbellin,47,"z4,z23","1,6",,X,FALSE,enterica
Tabligbo,47,"z4,z23","e,n,z15",,X,FALSE,enterica
Binche,47,"z4,z23","l,w",,X,FALSE,enterica
Bere,47,"z4,z23",z6,,X,FALSE,enterica
Tamberma,47,"z4,z24",-,,X,TRUE,enterica
Quinhon,47,z44,-,,X,TRUE,enterica
"IIIb 47:z52:1,5",47,z52,"1,5",,X,FALSE,diarizonae
"IIIb 47:z52:1,5,7",47,z52,"1,5,7",,X,FALSE,diarizonae
"IIIb 47:z52:e,n,x,z15",47,z52,"e,n,x,z15",,X,FALSE,diarizonae
IIIb 47:z52:z,47,z52,z,,X,FALSE,diarizonae
IIIb 47:z52:z35,47,z52,z35,,X,FALSE,diarizonae
IIIb 47:z53:-,47,z53,-,,X,TRUE,diarizonae
"II 47:z6:1,6",47,z6,"1,6",,X,FALSE,salamae
II 48:d:z6,48,d,z6,,Y,FALSE,salamae
Hisingen,48,a,"1,5,7",,Y1,FALSE,enterica
II 48:a:z39,48,a,z39,,Y1,FALSE,salamae
II 48:a:z6,48,a,z6,,Y1,FALSE,salamae
V 48:b:-,48,b,-,,Y1,TRUE,bongori
"II 48:b:e,n,x,z15",48,b,"e,n,x,z15",,Y1,FALSE,salamae
II 48:b:z6,48,b,z6,,Y1,FALSE,salamae
IIIb 48:c:z,48,c,z,,Y1,FALSE,diarizonae
Buckeye,48,d,-,,Y1,TRUE,enterica
"II 48:d:1,2",48,d,"1,2",,Y1,FALSE,salamae
II 48:d:z6,48,d,z6,,Y1,FALSE,salamae
Fitzroy,48,"e,h","1,5",,Y1,FALSE,enterica
"II 48:e,n,x,z15:z6",48,"e,n,x,z15",z6,,Y1,FALSE,salamae
"II 48:g,m,t:-",48,"g,m,t",-,,Y1,TRUE,salamae
"IIIa 48:g,z51:-",48,"g,z51",-,,Y1,TRUE,arizonae
"IV 48:g,z51:-",48,"g,z51",-,,Y1,TRUE,houtenae
V 48:i:-,48,i,-,,Y1,TRUE,bongori
IIIb 48:i:z,48,i,z,,Y1,FALSE,diarizonae
IIIb 48:i:z35,48,i,z35,,Y1,FALSE,diarizonae
IIIb 48:i:z53,48,i,z53,,Y1,FALSE,diarizonae
IIIb 48:i:z61,48,i,z61,,Y1,FALSE,diarizonae
"IIIb 48:k:1,5,7",48,k,"1,5,(7)",,Y1,FALSE,diarizonae
"II 48:k:e,n,x,z15",48,k,"e,n,x,z15",,Y1,FALSE,salamae
"IIIb 48:k:e,n,x,z15",48,k,"e,n,x,z15",,Y1,FALSE,diarizonae
Dahlem,48,k,"e,n,z15",,Y1,FALSE,enterica
IIIb 48:k:z,48,k,z,,Y1,FALSE,diarizonae
IIIb 48:k:z35,48,k,z35,,Y1,FALSE,diarizonae
II 48:k:z39,48,k,z39,,Y1,FALSE,salamae
IIIb 48:k:z53,48,k,z53,,Y1,FALSE,diarizonae
Australia,48,"l,v","1,5",,Y1,FALSE,enterica
"IIIb 48:l,v:1,5,7",48,"l,v","1,5,(7)",,Y1,FALSE,diarizonae
"IIIb 48:l,v:z",48,"l,v",z,,Y1,FALSE,diarizonae
"IIIb 48:l,w:1,5,7",48,"l,w","1,5,7",,Y1,FALSE,diarizonae
"IIIb 48:r:e,n,x,z15",48,r,"e,n,x,z15",,Y1,FALSE,diarizonae
IIIb 48:r:z,48,r,z,,Y1,FALSE,diarizonae
"II 48:z:1,5",48,z,"1,5",,Y1,FALSE,salamae
Toucra,48,z,"1,5",,Y1,FALSE,enterica
"IIIb 48:z:1,5,7",48,z,"1,5,7",,Y1,FALSE,diarizonae
"II 48:z10:1,5",48,z10,"1,5",,Y1,TRUE,salamae
"VI 48:z10:1,5",48,z10,"1,5",,Y1,FALSE,indica
"II 48:z10:1,6",48,z10,"1,6",,Y1,FALSE,salamae
Isaszeg,48,z10,"e,n,x",,Y1,FALSE,enterica
"IIIb 48:z10:e,n,x,z15",48,z10,"e,n,x,z15",,Y1,FALSE,diarizonae
IIIb 48:z10:z,48,z10,z,,Y1,FALSE,diarizonae
II 48:z29:-,48,z29,-,,Y1,TRUE,salamae
IIIa 48:z29:-,48,z29,-,,Y1,TRUE,arizonae
IV 48:z29:-,48,z29,-,,Y1,TRUE,houtenae
V 48:z35:-,48,z35,-,,Y1,TRUE,bongori
IIIb 48:z35:z52,48,z35,z52,,Y1,FALSE,diarizonae
IIIa 48:z36:-,48,z36,-,,Y1,TRUE,arizonae
"IV 48:z36,z38:-",48,"z36,[z38]",-,,Y1,TRUE,houtenae
V 48:z39:-,48,z39,-,,Y1,TRUE,bongori
II 48:z39:z81,48,z39,z81,,Y1,FALSE,salamae
"IIIa 48:z4,z23:-",48,"z4,z23",-,,Y1,TRUE,arizonae
"IV 48:z4,z23:-",48,"z4,z23",-,,Y1,TRUE,houtenae
"IIIa 48:z4,z23,z32:-",48,"z4,z23,z32",-,,Y1,TRUE,arizonae
Djakarta,48,"z4,z24",-,,Y1,TRUE,enterica
"IIIa 48:z4,z24:-",48,"z4,z24",-,,Y1,TRUE,arizonae
"IIIb 48:z4,z24:_",48,"z4,z24",-,,Y1,TRUE,diarizonae
"IIIa 48:z4,z32:-",48,"z4,z32",-,,Y1,TRUE,arizonae
"IV 48:z4,z32:-",48,"z4,z32",-,,Y1,TRUE,houtenae
V 48:z41:-,48,z41,-,,Y1,TRUE,bongori
"IIIb 48:z52:e,n,x,z15",48,z52,"e,n,x,z15",,Y1,FALSE,diarizonae
IIIb 48:z52:z,48,z52,z,,Y1,FALSE,diarizonae
V 48:z65:-,48,z65,-,,Y1,TRUE,bongori
V 48:z81:-,48,z81,-,,Y1,TRUE,bongori
IV 50:a:-,50,a,-,,Z,TRUE,houtenae
IV 50:b:-,50,b,-,,Z,TRUE,houtenae
Rochdale,50,b,"e,n,x",,Z,FALSE,enterica
II 50:b:z6,50,b,z6,,Z,FALSE,salamae
IV 50:d:-,50,d,-,,Z,TRUE,houtenae
Hemingford,50,d,"1,5",,Z,FALSE,enterica
"II 50:e,n,x:1,7",50,"e,n,x","1,7",,Z,FALSE,salamae
"II 50:g,m,s,t:1,5",50,"g,[m],s,t","1,5",,Z,TRUE,salamae
"IIIa 50:g,z51:-",50,"g,z51",-,,Z,TRUE,arizonae
"IV 50:g,z51:-",50,"g,z51",-,,Z,TRUE,houtenae
"II 50:g,z62:e,n,x",50,"g,z62","e,n,x",,Z,FALSE,salamae
"IIIb 50:i:1,5,7",50,i,"1,5,7",,Z,FALSE,diarizonae
"IIIb 50:i:e,n,x,z15",50,i,"e,n,x,z15",,Z,FALSE,diarizonae
IIIb 50:i:z,50,i,z,,Z,FALSE,diarizonae
IIIb 50:i:z53,50,i,z53,,Z,FALSE,diarizonae
"IIIb 50:k:1,5,7",50,k,"1,5,7",,Z,FALSE,diarizonae
"II 50:k:e,n,x",50,k,"e,n,x",,Z,FALSE,salamae
"IIIb 50:k:e,n,x,z15",50,k,"e,n,x,z15",,Z,FALSE,diarizonae
IIIb 50:k:z,50,k,z,,Z,FALSE,diarizonae
IIIb 50:k:z35,50,k,z35,,Z,FALSE,diarizonae
IIIb 50:k:z53,50,k,z53,,Z,FALSE,diarizonae
II 50:k:z6,50,k,z6,,Z,FALSE,salamae
Fass,50,"l,v","1,2",,Z,FALSE,enterica
"IIIb 50:l,v:e,n,x,z15",50,"l,v","e,n,x,z15",,Z,FALSE,diarizonae
"IIIb 50:l,v:z",50,"l,v",z,,Z,FALSE,diarizonae
"IIIb 50:l,v:z35",50,"l,v",z35,,Z,FALSE,diarizonae
"IIIb 50:l,v:z57",50,"l,v",z57,,Z,FALSE,diarizonae
"VI 50:l,v:z67",50,"l,v",z67,,Z,FALSE,indica
"II 50:l,w:e,n,x,z15",50,"l,w","e,n,x,z15",,Z,FALSE,salamae
"II 50:l,z28:z42",50,"l,z28",z42,,Z,FALSE,salamae
"II 50:m,t:z6",50,"m,t",z6,,Z,FALSE,salamae
"IIIb 50:r:1,5,7",50,r,"1,5,(7)",,Z,FALSE,diarizonae
"IIIb 50:r:e,n,x,z15",50,r,"e,n,x,z15",,Z,FALSE,diarizonae
IIIb 50:r:z,50,r,z,,Z,FALSE,diarizonae
IIIb 50:r:z35,50,r,z35,,Z,FALSE,diarizonae
IIIb 50:r:z53,50,r,z53,,Z,FALSE,diarizonae
Dougi,50,y,"1,6",,Z,FALSE,enterica
"II 50:z:e,n,x",50,z,"e,n,x",,Z,FALSE,salamae
IIIb 50:z:z52,50,z,z52,,Z,FALSE,diarizonae
IIIb 50:z10:z,50,z10,z,,Z,FALSE,diarizonae
IIIb 50:z10:z53,50,z10,z53,,Z,FALSE,diarizonae
II 50:z10:z6,50,z10,z6,,Z,FALSE,salamae
IIIa 50:z29:-,50,z29,-,,Z,TRUE,arizonae
Ivorycoast,50,z29,-,,Z,TRUE,enterica
IIIa 50:z36:-,50,z36,-,,Z,TRUE,arizonae
"IIIa 50:z4,z23:-",50,"z4,z23",-,,Z,TRUE,arizonae
"IV 50:z4,z23:-",50,"z4,z23",-,,Z,TRUE,houtenae
"IIIa 50:z4,z23,z32:-",50,"z4,z23,z32",-,,Z,TRUE,arizonae
"IIIa 50:z4,z24:-",50,"z4,z24",-,,Z,TRUE,arizonae
"IV 50:z4,z24:-",50,"z4,z24",-,,Z,TRUE,houtenae
"IIIa 50:z4,z32:-",50,"z4,z32",-,,Z,TRUE,arizonae
"IV 50:z4,z32:-",50,"z4,z32",-,,Z,TRUE,houtenae
"II 50:z42:1,7",50,z42,"1,7",,Z,FALSE,salamae
"IIIb 50:z52:1,5,7",50,z52,"1,5,7",,Z,FALSE,diarizonae
IIIb 50:z52:z35,50,z52,z35,,Z,FALSE,diarizonae
IIIb 50:z52:z53,50,z52,z53,,Z,FALSE,diarizonae
"II 9,46:l,w:e,n,x",l,w,"e,n,x",,D3,FALSE,salamae

